"Last update date","Town number","Town","Total cases ","Confirmed cases","Probable cases","Case rate","Total deaths","Confirmed deaths","Probable deaths","People tested","Rate tested per 100k","Number of tests","Number of positives","Number of negatives","Number of indeterminates"
"12/01/2020","36","Deep River","78","70","8","1,748","0","0","0","1,621","36,321","3,251","84","3,165","2"
"12/01/2020","37","Derby","454","430","24","3,628","6","6","0","4,381","35,006","8,982","517","8,440","25"
"12/01/2020","38","Durham","159","142","17","2,210","2","1","1","2,867","39,847","6,295","174","6,112","9"
"12/01/2020","39","Eastford","22","21","1","1,229","1","1","0","433","24,190","826","23","803","0"
"12/01/2020","40","East Granby","61","58","3","1,185","0","0","0","1,678","32,602","3,237","73","3,163","1"
"12/01/2020","41","East Haddam","118","114","4","1,313","2","2","0","2,892","32,176","5,940","131","5,804","5"
"12/01/2020","42","East Hampton","194","183","11","1,509","4","1","3","4,666","36,300","9,097","236","8,858","3"
"12/01/2020","43","East Hartford","2,250","2,156","94","4,500","103","74","29","19,473","38,948","49,158","2,624","46,423","111"
"12/01/2020","44","East Haven","956","809","147","3,331","41","25","16","10,118","35,256","21,332","1,112","20,204","16"
"12/01/2020","45","East Lyme","388","367","21","2,081","36","27","9","7,988","42,843","16,196","432","15,757","7"
"12/01/2020","46","Easton","123","114","9","1,636","2","1","1","2,470","32,859","4,045","129","3,911","5"
"12/01/2020","47","East Windsor","398","376","22","3,499","39","28","11","3,854","33,881","10,315","496","9,786","33"
"12/01/2020","48","Ellington","248","229","19","1,522","6","6","0","5,042","30,934","9,199","269","8,924","6"
"12/01/2020","49","Enfield","1,183","1,132","51","2,660","25","23","2","13,154","29,582","27,213","1,311","25,842","60"
"12/01/2020","50","Essex","120","112","8","1,798","9","9","0","2,756","41,295","5,556","141","5,411","4"
"12/01/2020","51","Fairfield","2,202","1,905","297","3,554","157","111","46","27,073","43,700","61,687","2,371","59,237","79"
"12/01/2020","52","Farmington","507","468","39","1,988","33","29","4","9,307","36,489","21,853","555","21,254","44"
"12/01/2020","53","Franklin","53","53","0","2,742","0","0","0","569","29,436","1,096","67","1,029","0"
"12/01/2020","54","Glastonbury","664","617","47","1,925","81","64","17","11,829","34,296","24,701","775","23,893","33"
"12/01/2020","55","Goshen","52","49","3","1,806","1","1","0","1,149","39,910","2,106","66","2,033","7"
"12/01/2020","56","Granby","139","129","10","1,222","3","3","0","3,452","30,347","6,483","157","6,315","11"
"12/01/2020","57","Greenwich","1,687","1,564","123","2,689","59","49","10","23,571","37,577","42,827","1,971","40,811","45"
"12/01/2020","58","Griswold","235","232","3","2,027","4","2","2","5,235","45,164","10,055","268","9,785","2"
"12/01/2020","59","Groton","753","722","31","1,946","44","26","18","12,523","32,366","27,844","861","26,971","12"
"12/01/2020","60","Guilford","317","286","31","1,427","13","11","2","7,764","34,948","14,675","352","14,317","6"
"12/01/2020","61","Haddam","138","134","4","1,678","1","1","0","3,158","38,409","6,458","163","6,291","4"
"12/01/2020","62","Hamden","2,212","2,051","161","3,630","151","128","23","28,276","46,400","80,410","2,723","77,602","85"
"12/01/2020","63","Hampton","33","33","0","1,781","0","0","0","788","42,526","1,607","37","1,570","0"
"12/01/2020","64","Hartford","6,734","6,504","230","5,493","192","164","28","51,494","42,006","164,381","7,847","156,258","276"
"12/01/2020","65","Hartland","11","11","0","519","0","0","0","416","19,623","871","13","856","2"
"12/01/2020","66","Harwinton","87","79","8","1,602","3","1","2","1,960","36,096","4,015","104","3,902","9"
"12/01/2020","67","Hebron","151","140","11","1,592","2","1","1","3,238","34,149","6,139","163","5,968","8"
"12/01/2020","68","Kent","48","39","9","1,724","0","0","0","1,402","50,341","2,964","58","2,877","29"
"12/01/2020","69","Killingly","384","374","10","2,221","4","4","0","6,100","35,287","14,463","442","14,013","8"
"12/01/2020","70","Killingworth","82","80","2","1,287","3","3","0","2,258","35,447","4,227","96","4,127","4"
"12/01/2020","71","Lebanon","105","100","5","1,457","3","2","1","2,590","35,937","5,113","115","4,995","3"
"12/01/2020","72","Ledyard","260","257","3","1,764","6","5","1","6,095","41,361","11,522","298","11,221","3"
"12/01/2020","73","Lisbon","66","65","1","1,554","1","1","0","1,154","27,166","2,327","72","2,253","2"
"12/01/2020","74","Litchfield","146","136","10","1,796","3","2","1","3,347","41,184","6,701","161","6,528","12"
"12/01/2020","75","Lyme","23","21","2","984","0","0","0","688","29,427","1,224","22","1,202","0"
"12/01/2020","76","Madison","330","303","27","1,823","26","20","6","6,941","38,335","13,443","389","13,042","12"
"12/01/2020","77","Manchester","1,634","1,520","114","2,832","107","85","22","20,675","35,833","47,361","1,905","45,362","94"
"12/01/2020","78","Mansfield","686","601","85","2,657","3","2","1","11,055","42,821","38,807","668","38,128","11"
"12/01/2020","79","Marlborough","173","161","12","2,721","21","17","4","2,293","36,065","5,486","191","5,291","4"
"12/01/2020","80","Meriden","2,687","2,553","134","4,513","96","81","15","26,672","44,797","69,185","3,148","65,898","139"
"12/01/2020","81","Middlebury","197","180","17","2,548","3","1","2","3,024","39,115","7,433","237","7,176","20"
"12/01/2020","82","Middlefield","86","78","8","1,963","0","0","0","1,865","42,580","3,793","101","3,687","5"
"12/01/2020","83","Middletown","1,562","1,479","83","3,385","98","78","20","21,908","47,475","115,439","1,920","113,445","74"
"12/01/2020","84","Milford","1,522","1,365","157","2,784","97","83","14","17,721","32,420","35,933","1,775","34,112","46"
"12/01/2020","85","Monroe","453","421","32","2,327","8","6","2","6,525","33,513","11,627","497","11,107","23"
"12/01/2020","86","Montville","549","536","13","2,933","0","0","0","7,893","42,172","16,796","605","16,173","18"
"12/01/2020","87","Morris","32","32","0","1,415","0","0","0","781","34,527","1,608","36","1,572","0"
"12/01/2020","88","Naugatuck","1,181","1,110","71","3,775","44","39","5","10,822","34,588","29,440","1,494","27,838","108"
"12/01/2020","89","New Britain","3,575","3,383","192","4,934","112","88","24","28,749","39,680","70,538","4,174","66,209","155"
"12/01/2020","90","New Canaan","486","452","34","2,404","35","32","3","8,998","44,516","15,125","575","14,482","68"
"12/01/2020","91","New Fairfield","315","287","28","2,270","3","3","0","5,015","36,139","8,766","351","8,272","143"
"12/01/2020","92","New Hartford","115","112","3","1,720","2","2","0","2,343","35,049","4,389","139","4,240","10"
"12/01/2020","93","New Haven","5,161","4,830","331","3,957","127","113","14","55,813","42,795","144,565","6,112","138,328","125"
"12/01/2020","94","Newington","973","922","51","3,231","72","59","13","12,027","39,941","29,218","1,196","27,972","50"
"12/01/2020","95","New London","1,081","1,058","23","4,013","8","7","1","15,597","57,897","74,833","1,256","73,550","27"
"12/01/2020","96","New Milford","744","638","106","2,758","26","24","2","9,735","36,090","21,269","835","20,061","373"
"12/01/2020","97","Newtown","606","549","57","2,182","45","35","10","10,774","38,792","21,624","699","20,716","209"
"12/01/2020","98","Norfolk","28","27","1","1,707","0","0","0","624","38,049","1,243","29","1,213","1"
"12/01/2020","99","North Branford","305","263","42","2,154","15","4","11","4,634","32,731","9,215","323","8,881","11"
"12/01/2020","100","North Canaan","86","82","4","2,643","7","6","1","1,404","43,147","3,731","90","3,575","66"
"12/01/2020","101","North Haven","731","659","72","3,086","29","26","3","8,837","37,301","17,566","871","16,679","16"
"12/01/2020","102","North Stonington","58","55","3","1,106","1","1","0","1,423","27,141","2,559","62","2,494","3"
"12/01/2020","103","Norwalk","4,732","4,428","304","5,314","159","136","23","36,934","41,477","72,224","5,717","66,095","412"
"12/01/2020","104","Norwich","1,265","1,247","18","3,232","18","17","1","17,697","45,219","36,836","1,454","35,355","27"
"12/01/2020","105","Old Lyme","84","84","0","1,140","2","2","0","3,144","42,683","5,767","116","5,648","3"
"12/01/2020","106","Old Saybrook","215","207","8","2,131","26","23","3","4,579","45,395","10,720","244","10,472","4"
"12/01/2020","107","Orange","329","286","43","2,359","10","9","1","4,883","35,006","8,930","375","8,550","5"
"12/01/2020","108","Oxford","253","238","15","1,913","6","6","0","4,432","33,510","8,420","295","8,108","17"
"12/01/2020","109","Plainfield","353","347","6","2,327","7","4","3","5,332","35,141","11,603","400","11,198","5"
"12/01/2020","110","Plainville","511","479","32","2,900","27","26","1","6,212","35,249","15,180","580","14,569","31"
"12/01/2020","111","Plymouth","276","254","22","2,370","2","2","0","3,894","33,439","8,504","289","8,196","19"
"12/01/2020","112","Pomfret","56","56","0","1,332","0","0","0","1,911","45,457","4,065","62","4,001","2"
"12/01/2020","113","Portland","191","178","13","2,053","14","11","3","3,883","41,730","8,427","214","8,208","5"
"12/01/2020","114","Preston","85","83","2","1,833","0","0","0","1,841","39,694","3,561","90","3,465","6"
"12/01/2020","115","Prospect","306","287","19","3,126","0","0","0","3,375","34,474","7,299","367","6,921","11"
"12/01/2020","116","Putnam","137","134","3","1,458","1","1","0","3,047","32,432","5,840","154","5,682","4"
"12/01/2020","117","Redding","173","156","17","1,896","9","8","1","3,483","38,170","6,546","198","6,299","49"
"12/01/2020","118","Ridgefield","513","455","58","2,051","48","38","10","10,636","42,530","19,333","612","18,464","257"
"12/01/2020","119","Rocky Hill","712","678","34","3,534","97","83","14","7,112","35,304","18,654","846","17,754","54"
"12/01/2020","120","Roxbury","30","25","5","1,389","1","0","1","779","36,065","1,392","35","1,343","14"
"12/01/2020","121","Salem","63","63","0","1,528","1","1","0","1,656","40,165","3,051","76","2,975","0"
"12/01/2020","122","Salisbury","52","50","2","1,445","0","0","0","2,591","72,012","4,972","59","4,840","73"
"12/01/2020","123","Scotland","2","2","0","119","0","0","0","215","12,760","403","2","401","0"
"12/01/2020","124","Seymour","621","582","39","3,762","56","48","8","5,935","35,950","14,186","706","13,431","49"
"12/01/2020","125","Sharon","34","34","0","1,258","0","0","0","964","35,664","2,047","57","1,959","31"
"12/01/2020","126","Shelton","1,451","1,332","119","3,531","141","111","30","14,057","34,204","30,912","1,631","29,191","90"
"12/01/2020","127","Sherman","50","36","14","1,384","2","0","2","1,141","31,572","1,985","55","1,900","30"
"12/01/2020","128","Simsbury","328","297","31","1,313","14","11","3","9,050","36,230","19,479","378","19,072","29"
"12/01/2020","129","Somers","435","391","44","4,015","6","5","1","3,516","32,453","7,034","420","6,583","31"
"12/01/2020","130","Southbury","447","424","23","2,274","36","32","4","7,673","39,036","18,783","564","18,096","123"
"12/01/2020","131","Southington","1,066","976","90","2,433","39","34","5","15,820","36,113","36,822","1,241","35,532","49"
"12/01/2020","132","South Windsor","502","476","26","1,927","33","21","12","8,463","32,483","16,574","571","15,981","22"
"12/01/2020","133","Sprague","63","62","1","2,181","1","1","0","1,374","47,560","2,833","76","2,756","1"
"12/01/2020","134","Stafford","214","200","14","1,801","22","16","6","2,852","23,999","6,828","255","6,564","9"
"12/01/2020","135","Stamford","6,481","6,153","328","4,994","216","188","28","50,874","39,202","95,562","8,049","87,374","139"
"12/01/2020","136","Sterling","70","69","1","1,852","0","0","0","1,070","28,307","2,064","75","1,988","1"
"12/01/2020","137","Stonington","210","200","10","1,138","2","1","1","6,318","34,246","11,934","245","11,684","5"
"12/01/2020","138","Stratford","1,864","1,708","156","3,587","87","64","23","18,634","35,857","38,625","2,135","36,412","78"
"12/01/2020","139","Suffield","397","364","33","2,522","20","12","8","6,688","42,482","16,871","428","16,436","7"
"12/01/2020","140","Thomaston","217","196","21","2,870","2","2","0","2,746","36,323","6,181","254","5,918","9"
"12/01/2020","141","Thompson","109","106","3","1,160","2","1","1","2,011","21,405","3,763","120","3,640","3"
"12/01/2020","142","Tolland","272","251","21","1,856","5","3","2","4,954","33,804","10,097","294","9,795","8"
"12/01/2020","143","Torrington","1,368","1,315","53","3,997","101","88","13","14,255","41,647","37,683","1,626","35,937","120"
"12/01/2020","144","Trumbull","1,197","1,081","116","3,343","125","84","41","13,077","36,526","29,355","1,353","27,943","59"
"12/01/2020","145","Union","5","4","1","595","0","0","0","162","19,286","354","4","349","1"
"12/01/2020","146","Vernon","677","623","54","2,310","28","25","3","9,877","33,706","21,439","740","20,666","33"
"12/01/2020","147","Voluntown","38","38","0","1,499","1","1","0","993","39,172","1,810","47","1,761","2"
"12/01/2020","148","Wallingford","1,571","1,484","87","3,528","102","91","11","18,581","41,722","54,863","1,926","52,832","105"
"12/01/2020","149","Warren","9","7","2","643","0","0","0","297","21,229","591","8","577","6"
"12/01/2020","150","Washington","60","58","2","1,747","2","2","0","1,560","45,428","3,085","65","2,988","32"
"12/01/2020","151","Waterbury","5,914","5,534","380","5,471","204","175","29","41,168","38,086","107,324","7,199","99,817","308"
"12/01/2020","152","Waterford","517","496","21","2,737","34","22","12","8,374","44,337","18,246","571","17,665","10"
"12/01/2020","153","Watertown","708","648","60","3,272","13","12","1","8,509","39,319","21,872","853","20,977","42"
"12/01/2020","154","Westbrook","122","114","8","1,765","0","0","0","2,572","37,200","4,476","140","4,335","1"
"12/01/2020","155","West Hartford","1,758","1,610","148","2,793","162","112","50","24,182","38,421","57,483","2,010","55,394","79"
"12/01/2020","156","West Haven","2,065","1,908","157","3,763","79","69","10","18,374","33,481","41,983","2,470","39,446","67"
"12/01/2020","157","Weston","200","180","20","1,952","2","2","0","4,168","40,675","6,794","217","6,537","40"
"12/01/2020","158","Westport","724","669","55","2,575","25","17","8","13,046","46,402","24,368","832","23,421","115"
"12/01/2020","159","Wethersfield","700","667","33","2,684","14","13","1","9,503","36,435","19,437","817","18,594","26"
"12/01/2020","160","Willington","81","76","5","1,376","1","1","0","1,769","30,049","3,452","80","3,371","1"
"12/01/2020","161","Wilton","475","424","51","2,582","44","23","21","7,254","39,430","12,664","541","11,978","145"
"12/01/2020","162","Winchester","187","184","3","1,755","2","2","0","3,843","36,068","7,920","202","7,705","13"
"12/01/2020","163","Windham","978","966","12","3,959","13","13","0","10,798","43,706","25,246","1,131","24,077","38"
"12/01/2020","164","Windsor","1,099","1,039","60","3,821","112","77","35","11,441","39,781","29,425","1,288","28,090","47"
"12/01/2020","165","Windsor Locks","302","289","13","2,345","24","22","2","4,114","31,951","8,638","361","8,265","12"
"12/01/2020","166","Wolcott","610","569","41","3,664","14","10","4","6,213","37,318","14,871","748","14,083","40"
"12/01/2020","167","Woodbridge","239","211","28","2,714","35","30","5","3,616","41,068","7,676","328","7,332","16"
"12/01/2020","168","Woodbury","194","183","11","2,034","2","2","0","3,427","35,934","7,215","214","6,976","25"
"12/01/2020","169","Woodstock","94","92","2","1,196","0","0","0","2,480","31,544","4,429","101","4,323","5"
"11/30/2020","1","Andover","34","33","1","1,052","0","0","0","1,032","31,941","1,776","34","1,742","0"
"11/30/2020","2","Ansonia","701","650","51","3,744","12","9","3","6,350","33,919","13,358","817","12,495","46"
"11/30/2020","3","Ashford","50","47","3","1,173","3","2","1","1,357","31,847","2,693","55","2,637","1"
"11/30/2020","4","Avon","392","373","19","2,142","52","42","10","7,001","38,253","14,838","421","14,386","31"
"11/30/2020","5","Barkhamsted","61","58","3","1,683","0","0","0","1,207","33,306","2,403","66","2,325","12"
"11/30/2020","6","Beacon Falls","158","150","8","2,556","0","0","0","2,094","33,873","4,291","178","4,102","11"
"11/30/2020","7","Berlin","490","456","34","2,398","19","16","3","7,126","34,877","15,822","571","15,235","16"
"11/30/2020","8","Bethany","118","110","8","2,154","2","1","1","1,971","35,974","3,891","146","3,739","6"
"11/30/2020","9","Bethel","652","578","74","3,307","31","23","8","7,509","38,090","16,253","734","15,347","172"
"11/30/2020","10","Bethlehem","60","54","6","1,753","3","2","1","1,084","31,677","2,288","66","2,217","5"
"11/30/2020","11","Bloomfield","894","847","47","4,197","94","76","18","8,998","42,242","30,713","1,080","29,542","91"
"11/30/2020","12","Bolton","62","56","6","1,268","3","3","0","1,590","32,515","2,932","75","2,855","2"
"11/30/2020","13","Bozrah","40","40","0","1,577","1","1","0","988","38,944","1,961","48","1,911","2"
"11/30/2020","14","Branford","707","630","77","2,525","43","39","4","10,465","37,368","22,096","883","21,196","17"
"11/30/2020","15","Bridgeport","8,441","7,971","470","5,825","178","134","44","56,866","39,245","125,064","9,727","115,072","265"
"11/30/2020","16","Bridgewater","28","23","5","1,706","0","0","0","544","33,151","1,049","32","1,004","13"
"11/30/2020","17","Bristol","1,757","1,664","93","2,927","90","78","12","21,542","35,884","54,037","1,996","51,927","114"
"11/30/2020","18","Brookfield","465","416","49","2,735","11","7","4","6,333","37,249","11,990","523","11,304","163"
"11/30/2020","19","Brooklyn","273","268","5","3,297","0","0","0","3,185","38,466","6,828","302","6,519","7"
"11/30/2020","20","Burlington","131","126","5","1,355","1","1","0","3,239","33,513","6,312","149","6,154","9"
"11/30/2020","21","Canaan","3","3","0","284","0","0","0","404","38,294","854","4","841","9"
"11/30/2020","22","Canterbury","84","83","1","1,647","1","1","0","1,797","35,235","3,286","94","3,190","2"
"11/30/2020","23","Canton","180","168","12","1,753","30","23","7","3,309","32,220","6,932","194","6,732","6"
"11/30/2020","24","Chaplin","36","34","2","1,596","0","0","0","750","33,245","1,475","38","1,436","1"
"11/30/2020","25","Cheshire","653","611","42","2,238","27","23","4","12,200","41,811","28,021","766","27,229","26"
"11/30/2020","26","Chester","86","85","1","2,034","13","12","1","1,641","38,803","4,013","123","3,878","12"
"11/30/2020","27","Clinton","253","242","11","1,954","3","3","0","4,719","36,440","8,682","295","8,380","7"
"11/30/2020","28","Colchester","309","291","18","1,939","15","11","4","6,400","40,161","14,060","361","13,678","21"
"11/30/2020","29","Colebrook","19","17","2","1,352","0","0","0","440","31,317","889","18","870","1"
"11/30/2020","30","Columbia","64","63","1","1,188","1","1","0","1,875","34,819","3,637","74","3,563","0"
"11/30/2020","31","Cornwall","19","19","0","1,389","0","0","0","709","51,827","1,154","24","1,112","18"
"11/30/2020","32","Coventry","189","182","7","1,522","2","1","1","4,097","33,003","7,800","202","7,592","6"
"11/30/2020","33","Cromwell","387","362","25","2,783","33","21","12","6,039","43,430","14,881","423","14,435","23"
"11/30/2020","34","Danbury","5,554","5,038","516","6,555","134","115","19","35,709","42,144","73,616","6,596","66,536","484"
"11/30/2020","35","Darien","499","456","43","2,294","5","4","1","8,539","39,254","14,163","587","13,547","29"
"11/30/2020","36","Deep River","75","67","8","1,680","0","0","0","1,609","36,052","3,211","79","3,130","2"
"11/30/2020","37","Derby","437","413","24","3,492","6","6","0","4,308","34,423","8,807","495","8,288","24"
"11/30/2020","38","Durham","156","140","16","2,168","2","1","1","2,846","39,555","6,242","171","6,062","9"
"11/30/2020","39","Eastford","22","21","1","1,229","1","1","0","429","23,966","825","23","802","0"
"11/30/2020","40","East Granby","59","56","3","1,146","0","0","0","1,653","32,116","3,155","71","3,083","1"
"11/30/2020","41","East Haddam","118","114","4","1,313","2","2","0","2,862","31,842","5,858","131","5,722","5"
"11/30/2020","42","East Hampton","193","181","12","1,501","3","0","3","4,624","35,973","9,002","234","8,765","3"
"11/30/2020","43","East Hartford","2,204","2,114","90","4,408","103","74","29","19,255","38,512","48,576","2,569","45,899","108"
"11/30/2020","44","East Haven","931","787","144","3,244","41","25","16","9,978","34,768","21,004","1,078","19,910","16"
"11/30/2020","45","East Lyme","381","360","21","2,043","35","26","9","7,907","42,408","15,992","425","15,560","7"
"11/30/2020","46","Easton","120","111","9","1,596","2","1","1","2,432","32,353","3,961","126","3,831","4"
"11/30/2020","47","East Windsor","394","372","22","3,464","39","28","11","3,800","33,407","10,179","490","9,656","33"
"11/30/2020","48","Ellington","243","224","19","1,491","6","6","0","4,957","30,413","8,988","264","8,718","6"
"11/30/2020","49","Enfield","1,167","1,116","51","2,624","25","23","2","13,045","29,337","26,985","1,292","25,634","59"
"11/30/2020","50","Essex","117","109","8","1,753","9","9","0","2,738","41,025","5,491","138","5,349","4"
"11/30/2020","51","Fairfield","2,111","1,869","242","3,407","156","110","46","26,714","43,120","60,018","2,219","57,721","78"
"11/30/2020","52","Farmington","503","466","37","1,972","33","29","4","9,226","36,172","21,650","552","21,054","44"
"11/30/2020","53","Franklin","52","52","0","2,690","0","0","0","563","29,126","1,074","66","1,008","0"
"11/30/2020","54","Glastonbury","657","609","48","1,905","81","64","17","11,713","33,960","24,370","766","23,571","33"
"11/30/2020","55","Goshen","50","47","3","1,737","1","1","0","1,134","39,389","2,086","64","2,015","7"
"11/30/2020","56","Granby","133","126","7","1,169","2","1","1","3,410","29,978","6,375","150","6,216","9"
"11/30/2020","57","Greenwich","1,657","1,541","116","2,642","58","48","10","23,307","37,156","42,189","1,941","40,203","45"
"11/30/2020","58","Griswold","230","228","2","1,984","4","2","2","5,190","44,776","9,941","261","9,678","2"
"11/30/2020","59","Groton","750","719","31","1,938","44","26","18","12,367","31,963","27,453","853","26,588","12"
"11/30/2020","60","Guilford","309","278","31","1,391","13","11","2","7,637","34,376","14,393","342","14,045","6"
"11/30/2020","61","Haddam","136","132","4","1,654","1","1","0","3,134","38,117","6,381","161","6,216","4"
"11/30/2020","62","Hamden","2,175","2,014","161","3,569","151","128","23","28,065","46,053","79,818","2,666","77,068","84"
"11/30/2020","63","Hampton","32","32","0","1,727","0","0","0","782","42,202","1,586","36","1,550","0"
"11/30/2020","64","Hartford","6,618","6,390","228","5,399","191","163","28","51,030","41,628","163,016","7,715","155,028","273"
"11/30/2020","65","Hartland","11","11","0","519","0","0","0","413","19,481","863","13","848","2"
"11/30/2020","66","Harwinton","84","76","8","1,547","3","1","2","1,930","35,543","3,958","100","3,850","8"
"11/30/2020","67","Hebron","146","136","10","1,540","2","1","1","3,201","33,759","6,066","158","5,900","8"
"11/30/2020","68","Kent","46","37","9","1,652","0","0","0","1,388","49,838","2,936","56","2,855","25"
"11/30/2020","69","Killingly","366","356","10","2,117","3","3","0","6,066","35,090","14,099","420","13,671","8"
"11/30/2020","70","Killingworth","81","79","2","1,272","3","3","0","2,226","34,945","4,168","95","4,069","4"
"11/30/2020","71","Lebanon","104","99","5","1,443","3","2","1","2,566","35,604","5,051","114","4,934","3"
"11/30/2020","72","Ledyard","253","250","3","1,717","6","5","1","6,042","41,002","11,385","291","11,091","3"
"11/30/2020","73","Lisbon","64","63","1","1,507","1","1","0","1,135","26,718","2,279","70","2,207","2"
"11/30/2020","74","Litchfield","140","130","10","1,723","3","2","1","3,303","40,642","6,599","154","6,435","10"
"11/30/2020","75","Lyme","23","21","2","984","0","0","0","670","28,657","1,176","22","1,154","0"
"11/30/2020","76","Madison","321","295","26","1,773","26","20","6","6,853","37,849","13,253","378","12,863","12"
"11/30/2020","77","Manchester","1,613","1,501","112","2,796","107","85","22","20,468","35,474","46,866","1,882","44,891","93"
"11/30/2020","78","Mansfield","681","596","85","2,638","3","2","1","11,006","42,631","38,638","661","37,966","11"
"11/30/2020","79","Marlborough","171","159","12","2,690","21","17","4","2,280","35,860","5,410","189","5,217","4"
"11/30/2020","80","Meriden","2,668","2,535","133","4,481","96","81","15","26,513","44,530","68,657","3,124","65,396","137"
"11/30/2020","81","Middlebury","193","175","18","2,496","3","1","2","2,995","38,740","7,346","232","7,095","19"
"11/30/2020","82","Middlefield","85","77","8","1,941","0","0","0","1,850","42,237","3,750","100","3,645","5"
"11/30/2020","83","Middletown","1,541","1,463","78","3,339","98","78","20","21,719","47,066","114,816","1,891","112,853","72"
"11/30/2020","84","Milford","1,447","1,297","150","2,647","95","82","13","17,424","31,876","35,163","1,689","33,429","45"
"11/30/2020","85","Monroe","431","402","29","2,214","8","6","2","6,438","33,066","11,450","476","10,951","23"
"11/30/2020","86","Montville","543","530","13","2,901","0","0","0","7,842","41,900","16,600","597","15,985","18"
"11/30/2020","87","Morris","28","28","0","1,238","0","0","0","774","34,218","1,591","32","1,559","0"
"11/30/2020","88","Naugatuck","1,155","1,082","73","3,692","44","39","5","10,715","34,246","29,087","1,458","27,525","104"
"11/30/2020","89","New Britain","3,469","3,280","189","4,788","111","88","23","28,417","39,221","69,752","4,052","65,548","152"
"11/30/2020","90","New Canaan","473","441","32","2,340","35","32","3","8,878","43,922","14,839","562","14,217","60"
"11/30/2020","91","New Fairfield","309","282","27","2,227","3","3","0","4,966","35,786","8,635","343","8,164","128"
"11/30/2020","92","New Hartford","112","109","3","1,675","2","2","0","2,316","34,645","4,333","136","4,187","10"
"11/30/2020","93","New Haven","5,087","4,754","333","3,901","127","112","15","55,233","42,351","142,937","6,013","136,800","124"
"11/30/2020","94","Newington","971","920","51","3,225","70","57","13","11,930","39,619","28,929","1,188","27,691","50"
"11/30/2020","95","New London","1,068","1,045","23","3,965","8","7","1","15,516","57,597","74,567","1,238","73,302","27"
"11/30/2020","96","New Milford","725","624","101","2,688","25","23","2","9,589","35,549","20,921","814","19,784","323"
"11/30/2020","97","Newtown","590","534","56","2,124","45","35","10","10,686","38,475","21,341","680","20,474","187"
"11/30/2020","98","Norfolk","27","26","1","1,646","0","0","0","624","38,049","1,230","28","1,201","1"
"11/30/2020","99","North Branford","292","253","39","2,062","12","3","9","4,552","32,151","9,053","309","8,733","11"
"11/30/2020","100","North Canaan","80","76","4","2,459","7","6","1","1,387","42,624","3,671","84","3,530","57"
"11/30/2020","101","North Haven","711","641","70","3,001","29","26","3","8,707","36,752","17,275","844","16,415","16"
"11/30/2020","102","North Stonington","58","55","3","1,106","1","1","0","1,409","26,874","2,535","62","2,470","3"
"11/30/2020","103","Norwalk","4,670","4,370","300","5,244","158","135","23","36,635","41,141","71,363","5,644","65,345","374"
"11/30/2020","104","Norwich","1,239","1,221","18","3,166","18","17","1","17,529","44,790","36,412","1,423","34,962","27"
"11/30/2020","105","Old Lyme","82","82","0","1,113","2","2","0","3,103","42,126","5,701","114","5,584","3"
"11/30/2020","106","Old Saybrook","214","207","7","2,122","26","23","3","4,519","44,800","10,580","242","10,334","4"
"11/30/2020","107","Orange","316","274","42","2,265","10","9","1","4,802","34,425","8,761","362","8,394","5"
"11/30/2020","108","Oxford","248","231","17","1,875","6","6","0","4,386","33,162","8,283","285","7,982","16"
"11/30/2020","109","Plainfield","348","343","5","2,294","5","3","2","5,294","34,891","11,515","395","11,115","5"
"11/30/2020","110","Plainville","498","467","31","2,826","27","26","1","6,156","34,932","15,015","566","14,418","31"
"11/30/2020","111","Plymouth","267","246","21","2,293","2","2","0","3,846","33,027","8,418","279","8,120","19"
"11/30/2020","112","Pomfret","54","54","0","1,284","0","0","0","1,905","45,314","4,054","60","3,992","2"
"11/30/2020","113","Portland","190","178","12","2,042","14","11","3","3,845","41,322","8,333","213","8,115","5"
"11/30/2020","114","Preston","84","82","2","1,811","0","0","0","1,830","39,457","3,504","89","3,409","6"
"11/30/2020","115","Prospect","302","282","20","3,085","0","0","0","3,341","34,127","7,208","361","6,837","10"
"11/30/2020","116","Putnam","136","133","3","1,448","1","1","0","3,013","32,070","5,740","153","5,583","4"
"11/30/2020","117","Redding","170","153","17","1,863","9","8","1","3,439","37,688","6,434","195","6,195","44"
"11/30/2020","118","Ridgefield","500","442","58","1,999","48","38","10","10,499","41,983","18,993","594","18,167","232"
"11/30/2020","119","Rocky Hill","702","668","34","3,485","96","82","14","7,059","35,041","18,487","834","17,600","53"
"11/30/2020","120","Roxbury","30","25","5","1,389","1","0","1","771","35,694","1,369","35","1,322","12"
"11/30/2020","121","Salem","62","62","0","1,504","1","1","0","1,641","39,801","3,026","75","2,951","0"
"11/30/2020","122","Salisbury","50","48","2","1,390","0","0","0","2,573","71,512","4,922","57","4,800","65"
"11/30/2020","123","Scotland","2","2","0","119","0","0","0","213","12,641","394","2","392","0"
"11/30/2020","124","Seymour","608","569","39","3,683","56","48","8","5,860","35,496","13,981","687","13,247","47"
"11/30/2020","125","Sharon","31","31","0","1,147","0","0","0","955","35,331","1,995","54","1,918","23"
"11/30/2020","126","Shelton","1,384","1,270","114","3,368","139","109","30","13,845","33,689","30,361","1,562","28,712","87"
"11/30/2020","127","Sherman","49","35","14","1,356","2","0","2","1,124","31,101","1,944","54","1,868","22"
"11/30/2020","128","Simsbury","324","293","31","1,297","14","11","3","8,965","35,890","19,274","373","18,873","28"
