"Last update date","Town number","Town","Total cases ","Confirmed cases","Probable cases","Case rate","Total deaths","Confirmed deaths","Probable deaths","People tested","Rate tested per 100k","Number of tests","Number of positives","Number of negatives","Number of indeterminates"
"06/24/2022","1","Andover","514","439","75","15,884","6","4","2","2,442","75,464","9,378","590","8,780","8"
"06/24/2022","2","Ansonia","4,911","4,222","689","26,327","49","39","10","16,305","87,408","77,023","6,048","70,818","157"
"06/24/2022","3","Ashford","744","671","73","17,485","5","4","1","3,398","79,859","13,168","896","12,259","13"
"06/24/2022","4","Avon","3,030","2,773","257","16,579","81","65","16","17,103","93,582","74,898","3,563","71,253","82"
"06/24/2022","5","Barkhamsted","527","490","37","14,615","8","7","1","2,698","74,820","11,013","621","10,378","14"
"06/24/2022","6","Beacon Falls","1,306","1,163","143","20,990","11","11","0","4,909","78,897","23,227","1,591","21,591","45"
"06/24/2022","7","Berlin","4,098","3,751","347","20,053","52","45","7","16,527","80,872","75,260","4,960","70,217","83"
"06/24/2022","8","Bethany","991","901","90","17,862","4","3","1","4,654","83,886","23,382","1,211","22,140","31"
"06/24/2022","9","Bethel","4,090","3,345","745","20,657","71","56","15","18,113","91,480","74,508","4,926","69,498","84"
"06/24/2022","10","Bethlehem","620","529","91","18,225","3","2","1","2,781","81,746","11,841","749","11,070","22"
"06/24/2022","11","Bloomfield","4,961","4,529","432","23,389","136","116","20","20,226","95,356","133,754","6,221","127,332","201"
"06/24/2022","12","Bolton","753","654","99","15,418","5","4","1","3,960","81,081","15,008","891","14,106","11"
"06/24/2022","13","Bozrah","611","561","50","22,414","7","7","0","2,225","81,621","10,039","736","9,294","9"
"06/24/2022","14","Branford","5,949","5,355","594","21,323","82","73","9","25,532","91,513","124,606","7,159","117,307","140"
"06/24/2022","15","Bridgeport","42,752","38,547","4,205","29,607","450","370","80","140,154","97,060","687,262","55,043","631,139","1,080"
"06/24/2022","16","Bridgewater","201","134","67","12,294","0","0","0","1,426","87,217","5,285","241","5,038","6"
"06/24/2022","17","Bristol","14,449","12,422","2,027","24,103","211","172","39","52,458","87,507","273,117","17,897","254,870","350"
"06/24/2022","18","Brookfield","3,724","2,987","737","21,941","27","20","7","15,831","93,272","62,794","4,446","58,288","60"
"06/24/2022","19","Brooklyn","2,118","2,007","111","25,604","18","18","0","7,571","91,526","45,912","2,584","43,300","28"
"06/24/2022","20","Burlington","1,750","1,498","252","18,034","8","6","2","7,907","81,482","33,601","2,101","31,462","38"
"06/24/2022","21","Canaan","29","28","1","2,754","0","0","0","357","33,903","1,284","36","1,248","0"
"06/24/2022","22","Canterbury","1,134","1,048","86","22,327","4","4","0","4,085","80,429","17,034","1,354","15,664","16"
"06/24/2022","23","Canton","1,463","1,317","146","14,268","39","32","7","8,273","80,681","35,080","1,690","33,363","27"
"06/24/2022","24","Chaplin","445","415","30","19,875","3","3","0","1,792","80,036","7,523","530","6,991","2"
"06/24/2022","25","Cheshire","6,364","5,640","724","21,993","80","66","14","26,353","91,070","167,177","7,639","159,390","148"
"06/24/2022","26","Chester","615","562","53","14,598","19","16","3","3,516","83,456","17,261","768","16,468","25"
"06/24/2022","27","Clinton","2,653","2,476","177","20,526","15","10","5","11,835","91,567","49,167","3,216","45,893","58"
"06/24/2022","28","Colchester","3,149","2,824","325","19,919","42","29","13","13,883","87,817","63,386","3,810","59,502","74"
"06/24/2022","29","Colebrook","146","137","9","10,429","1","1","0","857","61,214","3,665","168","3,493","4"
"06/24/2022","30","Columbia","973","859","114","18,089","13","10","3","4,482","83,324","17,972","1,153","16,804","15"
"06/24/2022","31","Cornwall","190","181","9","13,950","2","0","2","1,404","103,084","5,033","218","4,812","3"
"06/24/2022","32","Coventry","2,116","1,828","288","17,055","11","10","1","9,938","80,100","38,474","2,482","35,951","41"
"06/24/2022","33","Cromwell","2,969","2,654","315","21,454","66","42","24","12,614","91,148","66,660","3,642","62,929","89"
"06/24/2022","34","Danbury","21,006","18,829","2,177","24,802","218","181","37","80,853","95,465","322,956","25,786","296,675","495"
"06/24/2022","35","Darien","3,887","3,425","462","17,889","13","12","1","22,639","104,193","91,960","4,723","87,157","80"
"06/24/2022","36","Deep River","756","707","49","17,016","1","1","0","3,837","86,361","15,651","915","14,716","20"
"06/24/2022","37","Derby","3,124","2,655","469","25,318","30","24","6","10,968","88,889","50,108","3,824","46,191","93"
"06/24/2022","38","Durham","1,469","1,331","138","20,502","9","8","1","6,189","86,378","29,843","1,778","28,037","28"
"06/24/2022","39","Eastford","279","266","13","15,587","4","3","1","1,222","68,268","4,467","332","4,134","1"
"06/24/2022","40","East Granby","885","781","104","17,218","4","2","2","4,368","84,981","18,079","1,084","16,984","11"
"06/24/2022","41","East Haddam","1,338","1,162","176","14,872","23","10","13","6,801","75,592","30,531","1,571","28,933","27"
"06/24/2022","42","East Hampton","2,350","2,025","325","18,359","25","18","7","10,614","82,922","45,587","2,821","42,716","50"
"06/24/2022","43","East Hartford","13,749","12,490","1,259","27,569","198","155","43","44,932","90,095","227,626","17,375","209,914","337"
"06/24/2022","44","East Haven","7,630","6,642","988","26,707","107","87","20","25,870","90,553","126,811","9,380","117,307","124"
"06/24/2022","45","East Lyme","3,736","3,454","282","20,236","62","49","13","18,023","97,622","93,925","4,468","89,400","57"
"06/24/2022","46","Easton","1,410","1,232","178","18,748","5","4","1","7,098","94,376","26,607","1,720","24,858","29"
"06/24/2022","47","East Windsor","2,220","2,004","216","19,026","61","46","15","9,273","79,474","46,872","2,736","44,071","65"
"06/24/2022","48","Ellington","2,381","2,163","218","14,459","33","21","12","12,202","74,100","42,677","2,770","39,858","49"
"06/24/2022","49","Enfield","9,156","8,278","878","20,972","89","79","10","34,820","79,754","186,929","11,198","175,453","278"
"06/24/2022","50","Essex","1,068","984","84","16,017","13","12","1","5,891","88,347","26,952","1,324","25,604","24"
"06/24/2022","51","Fairfield","15,157","13,628","1,529","24,429","244","185","59","65,671","105,844","374,360","18,148","355,811","401"
"06/24/2022","52","Farmington","4,614","4,066","548","18,096","67","54","13","23,477","92,077","114,227","5,479","108,602","146"
"06/24/2022","53","Franklin","435","409","26","22,656","2","2","0","1,495","77,865","6,886","530","6,347","9"
"06/24/2022","54","Glastonbury","6,159","5,462","697","17,861","119","98","21","30,213","87,620","126,954","7,512","119,303","139"
"06/24/2022","55","Goshen","447","414","33","15,613","2","2","0","2,471","86,308","9,660","544","9,107","9"
"06/24/2022","56","Granby","1,559","1,353","206","13,548","33","28","5","8,955","77,822","35,940","1,854","34,044","42"
"06/24/2022","57","Greenwich","14,417","13,413","1,004","22,942","124","100","24","66,407","105,676","301,221","17,573","283,422","226"
"06/24/2022","58","Griswold","2,927","2,670","257","25,377","32","23","9","10,222","88,625","45,075","3,540","41,501","34"
"06/24/2022","59","Groton","7,937","7,098","839","20,650","122","78","44","33,380","86,846","148,959","9,568","139,244","147"
"06/24/2022","60","Guilford","4,363","3,978","385","19,713","45","35","10","20,550","92,848","100,762","5,168","95,501","93"
"06/24/2022","61","Haddam","1,426","1,328","98","17,405","11","6","5","6,866","83,803","29,961","1,723","28,217","21"
"06/24/2022","62","Hamden","14,170","12,307","1,863","23,400","234","199","35","58,777","97,062","411,736","17,427","393,890","419"
"06/24/2022","63","Hampton","466","441","25","25,299","1","1","0","1,888","102,497","7,835","552","7,280","3"
"06/24/2022","64","Hartford","33,844","31,546","2,298","27,717","417","368","49","114,909","94,107","678,223","42,545","634,741","937"
"06/24/2022","65","Hartland","249","225","24","11,745","5","4","1","1,328","62,642","4,991","300","4,685","6"
"06/24/2022","66","Harwinton","1,013","930","83","18,690","9","6","3","4,379","80,793","18,676","1,221","17,431","24"
"06/24/2022","67","Hebron","1,561","1,367","194","16,425","15","11","4","7,531","79,240","30,254","1,872","28,356","26"
"06/24/2022","68","Kent","555","504","51","19,986","2","2","0","3,876","139,575","23,978","669","23,307","2"
"06/24/2022","69","Killingly","4,550","4,317","233","26,246","80","57","23","15,358","88,590","68,133","5,510","62,565","58"
"06/24/2022","70","Killingworth","1,084","989","95","17,033","11","6","5","5,399","84,837","23,739","1,270","22,440","29"
"06/24/2022","71","Lebanon","1,426","1,308","118","19,961","7","6","1","6,032","84,434","26,223","1,730","24,476","17"
"06/24/2022","72","Ledyard","3,349","3,047","302","22,905","14","13","1","13,700","93,701","57,505","3,959","53,481","65"
"06/24/2022","73","Lisbon","900","821","79","21,327","13","13","0","3,141","74,431","14,329","1,100","13,204","25"
"06/24/2022","74","Litchfield","1,295","1,170","125","16,000","13","11","2","6,901","85,261","30,029","1,526","28,471","32"
"06/24/2022","75","Lyme","328","303","25","14,162","1","0","1","1,962","84,715","7,777","387","7,386","4"
"06/24/2022","76","Madison","3,406","3,144","262","18,891","46","36","10","17,608","97,659","83,611","4,060","79,474","77"
"06/24/2022","77","Manchester","11,838","10,341","1,497","20,558","192","139","53","48,821","84,782","222,298","14,519","207,511","268"
"06/24/2022","78","Mansfield","2,969","2,687","282","11,649","32","27","5","17,367","68,141","97,917","3,412","94,400","105"
"06/24/2022","79","Marlborough","1,152","987","165","18,185","31","22","9","5,300","83,662","26,138","1,422","24,689","27"
"06/24/2022","80","Meriden","17,364","15,775","1,589","29,235","220","195","25","56,152","94,540","316,476","21,796","294,243","437"
"06/24/2022","81","Middlebury","1,628","1,356","272","20,877","23","18","5","7,224","92,639","35,606","2,038","33,498","70"
"06/24/2022","82","Middlefield","714","639","75","16,324","5","3","2","3,669","83,882","17,077","922","16,141","14"
"06/24/2022","83","Middletown","10,999","10,030","969","23,778","184","136","48","43,816","94,721","464,207","13,818","449,891","498"
"06/24/2022","84","Milford","12,274","11,098","1,176","22,419","184","160","24","46,611","85,139","221,441","15,152","206,076","213"
"06/24/2022","85","Monroe","4,161","3,519","642","21,411","25","17","8","17,318","89,112","71,035","5,022","65,948","65"
"06/24/2022","86","Montville","4,584","4,221","363","24,768","49","44","5","16,980","91,744","99,668","5,490","94,067","111"
"06/24/2022","87","Morris","336","309","27","14,907","3","3","0","1,822","80,834","7,426","392","7,028","6"
"06/24/2022","88","Naugatuck","8,304","6,905","1,399","26,694","141","123","18","27,464","88,286","151,480","10,601","140,573","306"
"06/24/2022","89","New Britain","20,438","18,802","1,636","28,192","273","225","48","64,298","88,693","316,164","25,454","290,220","490"
"06/24/2022","90","New Canaan","3,642","3,233","409","18,000","44","38","6","21,715","107,325","86,617","4,334","82,218","65"
"06/24/2022","91","New Fairfield","2,591","2,163","428","18,670","9","6","3","11,738","84,580","41,933","3,047","38,842","44"
"06/24/2022","92","New Hartford","1,116","1,039","77","16,767","6","5","1","5,250","78,876","20,742","1,341","19,382","19"
"06/24/2022","93","New Haven","35,872","33,235","2,637","27,541","289","256","33","128,564","98,706","928,333","44,649","882,389","1,295"
"06/24/2022","94","Newington","6,758","6,240","518","22,516","138","117","21","26,464","88,172","129,334","8,391","120,776","167"
"06/24/2022","95","New London","8,000","7,472","528","29,786","50","44","6","30,824","114,767","338,067","9,808","327,960","299"
"06/24/2022","96","New Milford","5,277","3,579","1,698","19,687","63","45","18","24,041","89,688","104,637","6,228","98,266","143"
"06/24/2022","97","Newtown","5,148","4,260","888","18,458","80","68","12","24,660","88,416","116,768","6,169","110,507","92"
"06/24/2022","98","Norfolk","141","132","9","8,650","1","1","0","793","48,650","3,470","164","3,303","3"
"06/24/2022","99","North Branford","3,212","2,768","444","22,706","29","15","14","11,770","83,204","56,893","3,860","52,976","57"
"06/24/2022","100","North Canaan","550","531","19","16,918","19","18","1","3,095","95,201","18,063","627","17,418","18"
"06/24/2022","101","North Haven","6,038","4,935","1,103","25,495","66","62","4","22,286","94,101","112,875","7,353","105,422","100"
"06/24/2022","102","North Stonington","1,015","930","85","19,534","9","7","2","4,009","77,156","15,615","1,193","14,411","11"
"06/24/2022","103","Norwalk","23,415","21,263","2,152","26,363","271","236","35","89,655","100,945","381,564","29,983","351,163","418"
"06/24/2022","104","Norwich","10,662","9,520","1,142","27,502","102","87","15","36,704","94,676","167,559","13,264","154,145","150"
"06/24/2022","105","Old Lyme","1,329","1,254","75","18,191","4","3","1","7,210","98,686","28,323","1,615","26,684","24"
"06/24/2022","106","Old Saybrook","2,175","2,027","148","21,618","66","53","13","10,197","101,352","47,564","2,661","44,861","42"
"06/24/2022","107","Orange","3,025","2,724","301","21,722","24","21","3","12,871","92,424","55,427","3,600","51,777","50"
"06/24/2022","108","Oxford","2,537","2,250","287","19,140","33","32","1","10,792","81,418","45,124","3,100","41,974","50"
"06/24/2022","109","Plainfield","3,894","3,605","289","25,745","55","47","8","12,681","83,841","56,474","4,725","51,721","28"
"06/24/2022","110","Plainville","3,946","3,373","573","22,505","60","57","3","14,572","83,107","73,472","4,916","68,463","93"
"06/24/2022","111","Plymouth","2,405","2,050","355","20,736","19","16","3","9,458","81,549","45,109","2,960","42,093","56"
"06/24/2022","112","Pomfret","821","729","92","19,534","7","6","1","4,434","105,496","21,895","992","20,893","10"
"06/24/2022","113","Portland","1,669","1,519","150","18,010","30","22","8","8,051","86,878","40,007","2,033","37,938","36"
"06/24/2022","114","Preston","1,096","994","102","23,697","9","9","0","4,112","88,908","18,476","1,284","17,165","27"
"06/24/2022","115","Prospect","2,107","1,812","295","21,717","10","10","0","7,915","81,581","36,845","2,614","34,180","51"
"06/24/2022","116","Putnam","2,231","2,130","101","23,762","36","33","3","8,169","87,006","32,166","2,693","29,446","27"
"06/24/2022","117","Redding","1,418","1,255","163","15,555","22","18","4","8,014","87,911","32,514","1,758","30,722","34"
"06/24/2022","118","Ridgefield","4,400","3,950","450","17,629","69","52","17","23,921","95,841","99,587","5,375","94,116","96"
"06/24/2022","119","Rocky Hill","4,338","3,857","481","21,566","150","126","24","17,279","85,901","89,774","5,542","84,099","133"
"06/24/2022","120","Roxbury","318","227","91","14,777","2","0","2","1,953","90,753","6,869","368","6,498","3"
"06/24/2022","121","Salem","833","781","52","20,402","5","5","0","3,551","86,970","14,928","1,028","13,884","16"
"06/24/2022","122","Salisbury","551","491","60","15,306","2","1","1","5,152","143,111","22,848","654","22,181","13"
"06/24/2022","123","Scotland","123","119","4","7,356","2","2","0","483","28,888","2,072","151","1,921","0"
"06/24/2022","124","Seymour","4,017","3,552","465","24,439","83","68","15","14,257","86,737","70,201","4,882","65,180","139"
"06/24/2022","125","Sharon","295","285","10","10,971","4","3","1","2,248","83,600","9,507","362","9,142","3"
"06/24/2022","126","Shelton","9,900","8,633","1,267","24,071","212","169","43","37,229","90,518","174,081","12,177","161,633","271"
"06/24/2022","127","Sherman","520","358","162","14,325","3","0","3","3,119","85,923","10,532","581","9,932","19"
"06/24/2022","128","Simsbury","3,694","3,353","341","14,546","34","29","5","22,027","86,738","94,183","4,327","89,769","87"
"06/24/2022","129","Somers","2,111","1,946","165","19,575","23","20","3","8,345","77,383","60,154","2,462","57,614","78"
"06/24/2022","130","Southbury","3,594","2,912","682","18,364","85","72","13","17,174","87,752","88,372","4,533","83,743","96"
"06/24/2022","131","Southington","9,287","7,931","1,356","21,187","135","115","20","36,444","83,141","182,821","11,447","171,159","215"
"06/24/2022","132","South Windsor","4,644","4,183","461","17,751","67","44","23","21,422","81,882","81,071","5,456","75,502","113"
"06/24/2022","133","Sprague","767","698","69","26,828","6","5","1","2,702","94,509","13,758","924","12,823","11"
"06/24/2022","134","Stafford","1,718","1,557","161","14,445","34","26","8","7,483","62,919","33,831","2,095","31,702","34"
"06/24/2022","135","Stamford","31,230","28,824","2,406","24,090","385","337","48","130,989","101,042","495,088","39,918","454,672","498"
"06/24/2022","136","Sterling","767","710","57","20,280","3","3","0","2,760","72,977","10,505","910","9,584","11"
"06/24/2022","137","Stonington","3,554","3,211","343","19,150","60","40","20","16,616","89,531","74,837","4,376","70,400","61"
"06/24/2022","138","Stratford","13,974","11,967","2,007","26,951","201","166","35","48,536","93,610","227,886","17,441","210,150","295"
"06/24/2022","139","Suffield","3,659","3,134","525","23,138","51","39","12","14,585","92,228","117,510","4,488","112,942","80"
"06/24/2022","140","Thomaston","1,874","1,578","296","24,871","18","18","0","6,353","84,313","31,275","2,348","28,899","28"
"06/24/2022","141","Thompson","1,824","1,720","104","19,448","14","9","5","6,595","70,317","26,528","2,173","24,313","42"
"06/24/2022","142","Tolland","2,308","2,072","236","15,789","25","12","13","11,652","79,710","45,876","2,709","43,119","48"
"06/24/2022","143","Torrington","7,985","7,554","431","23,455","183","163","20","29,536","86,758","155,987","9,842","145,885","260"
"06/24/2022","144","Trumbull","8,929","7,819","1,110","25,030","177","123","54","35,614","99,835","166,747","11,059","155,464","224"
"06/24/2022","145","Union","217","200","17","25,864","2","2","0","1,088","129,678","4,361","252","4,105","4"
"06/24/2022","146","Vernon","5,058","4,538","520","17,228","78","52","26","22,358","76,154","91,898","5,904","85,864","130"
"06/24/2022","147","Voluntown","527","492","35","20,996","6","6","0","2,122","84,542","8,416","624","7,785","7"
"06/24/2022","148","Wallingford","10,754","9,587","1,167","24,261","217","187","30","40,293","90,902","234,261","13,245","220,742","274"
"06/24/2022","149","Warren","157","115","42","11,254","0","0","0","1,033","74,050","3,841","179","3,657","5"
"06/24/2022","150","Washington","538","444","94","15,694","2","2","0","4,008","116,919","17,907","614","17,277","16"
"06/24/2022","151","Waterbury","33,783","29,531","4,252","31,406","503","442","61","106,841","99,324","545,711","43,572","501,226","913"
"06/24/2022","152","Waterford","4,483","4,184","299","23,914","77","57","20","18,140","96,767","87,372","5,401","81,881","90"
"06/24/2022","153","Watertown","5,227","4,459","768","24,224","78","71","7","19,443","90,106","95,655","6,663","88,841","151"
"06/24/2022","154","Westbrook","1,324","1,242","82","19,275","10","6","4","6,202","90,290","24,212","1,629","22,555","28"
"06/24/2022","155","West Hartford","11,778","10,424","1,354","18,706","274","207","67","58,884","93,519","294,006","14,399","279,307","300"
"06/24/2022","156","West Haven","13,699","11,960","1,739","25,081","164","149","15","49,518","90,659","242,999","17,082","225,642","275"
"06/24/2022","157","Weston","1,691","1,536","155","16,494","5","3","2","10,342","100,878","41,154","2,054","39,067","33"
"06/24/2022","158","Westport","5,238","4,787","451","18,385","37","27","10","30,560","107,262","144,808","6,382","138,315","111"
"06/24/2022","159","Wethersfield","5,968","5,513","455","22,947","55","46","9","22,942","88,211","108,065","7,358","100,587","120"
"06/24/2022","160","Willington","815","732","83","13,898","4","4","0","4,123","70,310","16,426","934","15,478","14"
"06/24/2022","161","Wilton","3,255","2,989","266","17,745","55","29","26","18,832","102,666","72,628","3,903","68,696","29"
"06/24/2022","162","Winchester","1,838","1,763","75","17,333","16","16","0","8,298","78,253","33,990","2,166","31,799","25"
"06/24/2022","163","Windham","6,986","6,560","426","28,443","71","48","23","22,379","91,116","117,233","8,998","108,089","146"
"06/24/2022","164","Windsor","7,056","6,452","604","24,557","164","126","38","27,217","94,724","152,809","8,921","143,724","164"
"06/24/2022","165","Windsor Locks","2,702","2,507","195","21,021","44","40","4","10,507","81,741","44,778","3,347","41,376","55"
"06/24/2022","166","Wolcott","4,089","3,557","532","24,652","64","54","10","14,324","86,357","71,416","5,163","66,148","105"
"06/24/2022","167","Woodbridge","1,699","1,519","180","19,417","48","42","6","8,668","99,063","50,559","2,115","48,373","71"
"06/24/2022","168","Woodbury","1,646","1,367","279","17,323","12","10","2","7,918","83,330","34,243","2,023","32,192","28"
"06/24/2022","169","Woodstock","1,440","1,391","49","18,325","7","7","0","6,740","85,772","23,654","1,680","21,945","29"
"06/23/2022","1","Andover","512","438","74","15,822","6","4","2","2,439","75,371","9,373","588","8,777","8"
"06/23/2022","2","Ansonia","4,904","4,215","689","26,289","49","39","10","16,305","87,408","76,963","6,039","70,767","157"
"06/23/2022","3","Ashford","744","671","73","17,485","5","4","1","3,397","79,835","13,160","896","12,251","13"
"06/23/2022","4","Avon","3,020","2,768","252","16,524","81","65","16","17,088","93,500","74,721","3,549","71,091","81"
"06/23/2022","5","Barkhamsted","526","490","36","14,587","8","7","1","2,697","74,792","11,007","620","10,373","14"
"06/23/2022","6","Beacon Falls","1,305","1,162","143","20,974","11","11","0","4,907","78,865","23,201","1,588","21,568","45"
"06/23/2022","7","Berlin","4,096","3,750","346","20,043","52","45","7","16,525","80,862","75,239","4,956","70,200","83"
"06/23/2022","8","Bethany","991","901","90","17,862","4","3","1","4,656","83,922","23,370","1,211","22,128","31"
"06/23/2022","9","Bethel","4,087","3,342","745","20,641","71","56","15","18,110","91,465","74,488","4,922","69,482","84"
"06/23/2022","10","Bethlehem","619","528","91","18,195","3","2","1","2,785","81,864","11,841","749","11,070","22"
"06/23/2022","11","Bloomfield","4,960","4,529","431","23,384","136","116","20","20,224","95,347","133,680","6,218","127,261","201"
"06/23/2022","12","Bolton","753","654","99","15,418","5","4","1","3,960","81,081","14,988","891","14,086","11"
"06/23/2022","13","Bozrah","610","560","50","22,377","7","7","0","2,229","81,768","10,035","735","9,291","9"
"06/23/2022","14","Branford","5,940","5,346","594","21,290","82","73","9","25,525","91,487","124,561","7,150","117,271","140"
"06/23/2022","15","Bridgeport","42,725","38,520","4,205","29,588","450","370","80","140,119","97,036","686,908","55,010","630,819","1,079"
"06/23/2022","16","Bridgewater","201","134","67","12,294","0","0","0","1,425","87,156","5,281","241","5,034","6"
"06/23/2022","17","Bristol","14,441","12,415","2,026","24,090","211","172","39","52,449","87,492","272,946","17,885","254,710","351"
"06/23/2022","18","Brookfield","3,720","2,983","737","21,917","27","20","7","15,830","93,266","62,703","4,442","58,201","60"
"06/23/2022","19","Brooklyn","2,118","2,007","111","25,604","18","18","0","7,569","91,501","45,708","2,585","43,095","28"
"06/23/2022","20","Burlington","1,747","1,495","252","18,003","8","6","2","7,898","81,389","33,569","2,098","31,433","38"
"06/23/2022","21","Canaan","29","28","1","2,754","0","0","0","357","33,903","1,284","36","1,248","0"
"06/23/2022","22","Canterbury","1,133","1,048","85","22,308","4","4","0","4,084","80,410","17,018","1,353","15,649","16"
"06/23/2022","23","Canton","1,462","1,316","146","14,258","39","32","7","8,269","80,642","35,063","1,689","33,348","26"
"06/23/2022","24","Chaplin","445","415","30","19,875","3","3","0","1,793","80,080","7,520","530","6,988","2"
"06/23/2022","25","Cheshire","6,363","5,641","722","21,989","80","66","14","26,357","91,084","166,480","7,637","158,695","148"
"06/23/2022","26","Chester","613","559","54","14,550","19","16","3","3,514","83,408","17,250","765","16,460","25"
"06/23/2022","27","Clinton","2,649","2,471","178","20,495","15","10","5","11,833","91,551","49,133","3,212","45,863","58"
"06/23/2022","28","Colchester","3,143","2,819","324","19,881","42","29","13","13,886","87,836","63,310","3,806","59,430","74"
"06/23/2022","29","Colebrook","146","137","9","10,429","1","1","0","856","61,143","3,666","169","3,493","4"
"06/23/2022","30","Columbia","973","859","114","18,089","13","10","3","4,482","83,324","17,981","1,153","16,813","15"
"06/23/2022","31","Cornwall","190","181","9","13,950","2","0","2","1,405","103,157","5,040","218","4,819","3"
"06/23/2022","32","Coventry","2,115","1,827","288","17,047","11","10","1","9,936","80,084","38,471","2,481","35,949","41"
"06/23/2022","33","Cromwell","2,967","2,652","315","21,439","66","42","24","12,614","91,148","66,607","3,640","62,878","89"
"06/23/2022","34","Danbury","20,996","18,819","2,177","24,790","218","181","37","80,828","95,435","322,764","25,772","296,498","494"
"06/23/2022","35","Darien","3,886","3,424","462","17,885","13","12","1","22,642","104,207","91,923","4,721","87,123","79"
"06/23/2022","36","Deep River","756","707","49","17,016","1","1","0","3,838","86,383","15,645","915","14,710","20"
"06/23/2022","37","Derby","3,123","2,654","469","25,310","30","24","6","10,971","88,913","50,071","3,822","46,156","93"
"06/23/2022","38","Durham","1,467","1,329","138","20,475","9","8","1","6,188","86,364","29,823","1,776","28,019","28"
"06/23/2022","39","Eastford","279","266","13","15,587","4","3","1","1,222","68,268","4,468","332","4,135","1"
"06/23/2022","40","East Granby","883","780","103","17,179","4","2","2","4,367","84,961","18,068","1,082","16,976","10"
"06/23/2022","41","East Haddam","1,337","1,160","177","14,861","23","10","13","6,796","75,536","30,496","1,570","28,899","27"
"06/23/2022","42","East Hampton","2,347","2,022","325","18,336","25","18","7","10,612","82,906","45,566","2,816","42,700","50"
"06/23/2022","43","East Hartford","13,740","12,484","1,256","27,551","198","155","43","44,917","90,065","227,479","17,360","209,782","337"
"06/23/2022","44","East Haven","7,625","6,637","988","26,690","107","87","20","25,866","90,539","126,781","9,376","117,281","124"
"06/23/2022","45","East Lyme","3,734","3,452","282","20,225","62","49","13","18,027","97,644","93,918","4,465","89,396","57"
"06/23/2022","46","Easton","1,408","1,230","178","18,721","5","4","1","7,095","94,336","26,588","1,717","24,842","29"
"06/23/2022","47","East Windsor","2,217","2,002","215","19,001","61","46","15","9,269","79,439","46,816","2,731","44,021","64"
"06/23/2022","48","Ellington","2,378","2,160","218","14,441","33","21","12","12,199","74,081","42,651","2,767","39,835","49"
"06/23/2022","49","Enfield","9,154","8,276","878","20,967","89","79","10","34,814","79,741","186,761","11,192","175,291","278"
"06/23/2022","50","Essex","1,065","981","84","15,972","13","12","1","5,888","88,302","26,958","1,319","25,615","24"
"06/23/2022","51","Fairfield","15,135","13,605","1,530","24,394","244","185","59","65,649","105,809","374,155","18,122","355,633","400"
"06/23/2022","52","Farmington","4,608","4,060","548","18,073","67","54","13","23,471","92,054","114,221","5,472","108,603","146"
"06/23/2022","53","Franklin","435","409","26","22,656","2","2","0","1,492","77,708","6,871","530","6,332","9"
"06/23/2022","54","Glastonbury","6,147","5,453","694","17,827","119","98","21","30,206","87,599","126,864","7,496","119,229","139"
"06/23/2022","55","Goshen","447","414","33","15,613","2","2","0","2,471","86,308","9,656","543","9,104","9"
"06/23/2022","56","Granby","1,554","1,348","206","13,505","33","28","5","8,957","77,840","35,934","1,849","34,043","42"
"06/23/2022","57","Greenwich","14,396","13,397","999","22,909","124","100","24","66,390","105,649","300,993","17,547","283,221","225"
"06/23/2022","58","Griswold","2,923","2,666","257","25,342","32","23","9","10,215","88,564","45,042","3,535","41,473","34"
"06/23/2022","59","Groton","7,931","7,092","839","20,634","122","78","44","33,362","86,799","148,828","9,561","139,120","147"
"06/23/2022","60","Guilford","4,356","3,972","384","19,681","45","35","10","20,542","92,812","100,675","5,160","95,422","93"
"06/23/2022","61","Haddam","1,424","1,327","97","17,381","11","6","5","6,861","83,742","29,944","1,722","28,201","21"
"06/23/2022","62","Hamden","14,162","12,301","1,861","23,387","234","199","35","58,758","97,031","411,440","17,414","393,607","419"
"06/23/2022","63","Hampton","466","441","25","25,299","1","1","0","1,886","102,389","7,829","552","7,274","3"
"06/23/2022","64","Hartford","33,822","31,528","2,294","27,699","417","368","49","114,906","94,104","677,855","42,519","634,399","937"
"06/23/2022","65","Hartland","246","223","23","11,604","5","4","1","1,327","62,594","4,981","297","4,678","6"
"06/23/2022","66","Harwinton","1,013","930","83","18,690","9","6","3","4,374","80,701","18,662","1,220","17,418","24"
"06/23/2022","67","Hebron","1,559","1,366","193","16,404","15","11","4","7,521","79,135","30,220","1,869","28,325","26"
"06/23/2022","68","Kent","556","505","51","20,022","2","2","0","3,883","139,827","23,996","670","23,324","2"
"06/23/2022","69","Killingly","4,544","4,311","233","26,211","80","57","23","15,352","88,556","68,063","5,503","62,502","58"
"06/23/2022","70","Killingworth","1,082","986","96","17,002","11","6","5","5,395","84,774","23,723","1,267","22,427","29"
"06/23/2022","71","Lebanon","1,425","1,307","118","19,947","7","6","1","6,031","84,420","26,209","1,728","24,464","17"
"06/23/2022","72","Ledyard","3,344","3,043","301","22,871","14","13","1","13,695","93,667","57,469","3,952","53,454","63"
"06/23/2022","73","Lisbon","900","821","79","21,327","13","13","0","3,137","74,336","14,316","1,099","13,192","25"
"06/23/2022","74","Litchfield","1,294","1,169","125","15,987","13","11","2","6,902","85,273","29,993","1,525","28,436","32"
