last_update_date,town_number,town,total_cases,confirmed_cases,probable_cases,case_rate,total_deaths,confirmed_deaths,probable_deaths,people_tested,rate_tested_per_100k,number_of_tests,number_of_positives,number_of_negatives,number_of_indeterminates
2022-01-11,117,Redding,998,871,127,10948,19,15,4,7509,82372,28040,1240,26776,24
2022-01-11,118,Ridgefield,2939,2585,354,11775,61,47,14,22469,90024,84156,3589,80505,62
2022-01-11,119,Rocky Hill,3078,2760,318,15302,137,116,21,15849,78792,74756,3802,70852,102
2022-01-11,120,Roxbury,220,159,61,10223,1,0,1,1824,84758,5948,256,5690,2
2022-01-11,121,Salem,606,565,41,14842,5,5,0,3360,82292,12652,731,11908,13
2022-01-11,122,Salisbury,310,296,14,8611,1,0,1,4812,133667,19338,377,18953,8
2022-01-11,123,Scotland,94,92,2,5622,2,2,0,464,27751,1731,112,1619,0
2022-01-11,124,Seymour,2940,2585,355,17886,73,63,10,13230,80489,59272,3467,55683,122
2022-01-11,125,Sharon,218,211,7,8107,2,2,0,2114,78617,8197,273,7924,0
2022-01-11,126,Shelton,7168,6240,928,17428,184,151,33,34124,82968,142545,8660,133665,220
2022-01-11,127,Sherman,415,272,143,11433,3,0,3,2924,80551,9186,457,8713,16
2022-01-11,128,Simsbury,2419,2231,188,9525,29,24,5,20418,80402,79388,2801,76519,68
2022-01-11,129,Somers,1588,1458,130,14726,17,16,1,7639,70836,48931,1800,47066,65
2022-01-11,130,Southbury,2529,2101,428,12922,74,62,12,15993,81718,75800,3206,72519,75
2022-01-11,131,Southington,6853,5887,966,15634,114,99,15,34112,77821,158626,8385,150075,166
2022-01-11,132,South Windsor,3031,2769,262,11586,60,42,18,19507,74562,67530,3547,63914,69
2022-01-11,133,Sprague,554,503,51,19377,3,3,0,2564,89682,11048,655,10388,5
2022-01-11,134,Stafford,1204,1131,73,10124,27,20,7,6840,57513,28049,1453,26573,23
2022-01-11,135,Stamford,24875,23178,1697,19188,343,303,40,120425,92893,410480,31660,378407,413
2022-01-11,136,Sterling,595,554,41,15732,1,1,0,2547,67345,8967,698,8263,6
2022-01-11,137,Stonington,2338,2140,198,12598,43,30,13,15319,82542,60783,2851,57890,42
2022-01-11,138,Stratford,10399,8831,1568,20056,178,144,34,45050,86887,189414,12669,176503,242
2022-01-11,139,Suffield,2564,2165,399,16213,42,33,9,13363,84501,93702,3057,90594,51
2022-01-11,140,Thomaston,1486,1264,222,19721,16,14,2,5983,79403,27181,1848,25310,23
2022-01-11,141,Thompson,1381,1302,79,14724,9,5,4,6109,65135,20720,1598,19101,21
2022-01-11,142,Tolland,1613,1458,155,11034,20,11,9,10901,74572,39618,1878,37712,28
2022-01-11,143,Torrington,5960,5759,201,17507,157,139,18,27494,80760,133690,7200,126267,223
2022-01-11,144,Trumbull,6431,5613,818,18028,162,113,49,33083,92740,139291,7786,131347,158
2022-01-11,145,Union,149,140,9,17759,1,1,0,961,114541,3579,171,3406,2
2022-01-11,146,Vernon,3573,3263,310,12170,60,45,15,20498,69818,78583,4123,74368,92
2022-01-11,147,Voluntown,387,362,25,15418,6,6,0,1993,79402,7050,448,6595,7
2022-01-11,148,Wallingford,7698,6949,749,17367,191,166,25,37524,84655,200039,9407,190407,225
2022-01-11,149,Warren,108,72,36,7742,0,0,0,966,69247,3400,119,3277,4
2022-01-11,150,Washington,379,313,66,11056,2,2,0,3735,108956,16113,435,15666,12
2022-01-11,151,Waterbury,26904,23662,3242,25011,430,371,59,98271,91357,451587,34001,416856,730
2022-01-11,152,Waterford,3036,2861,175,16195,69,51,18,17022,90803,73588,3589,69934,65
2022-01-11,153,Watertown,4077,3447,630,18894,65,56,9,18156,84141,82385,5145,77114,126
2022-01-11,154,Westbrook,921,856,65,13408,7,5,2,5794,84350,20077,1118,18942,17
2022-01-11,155,West Hartford,8218,7375,843,13052,247,183,64,55107,87520,245501,9968,235314,219
2022-01-11,156,West Haven,10551,9222,1329,19317,130,115,15,45719,83704,202055,12834,189003,218
2022-01-11,157,Weston,1084,968,116,10574,5,3,2,9602,93660,31332,1296,30014,22
2022-01-11,158,Westport,3214,2912,302,11281,33,24,9,28468,99919,112557,3889,108586,82
2022-01-11,159,Wethersfield,4395,4099,296,16899,47,39,8,21335,82032,93301,5302,87924,75
2022-01-11,160,Willington,575,516,59,9806,4,4,0,3871,66013,14009,650,13353,6
2022-01-11,161,Wilton,2149,1935,214,11716,50,27,23,17577,95824,60341,2549,57774,18
2022-01-11,162,Winchester,1266,1223,43,11939,10,10,0,7755,73133,28757,1461,27277,19
2022-01-11,163,Windham,5137,4826,311,20915,58,39,19,20957,85326,101743,6340,95310,93
2022-01-11,164,Windsor,5128,4813,315,17847,143,106,37,25077,87276,128177,6354,121707,116
2022-01-11,165,Windsor Locks,1929,1829,100,15007,37,35,2,9628,74903,37175,2376,34763,36
2022-01-11,166,Wolcott,3253,2847,406,19612,57,47,10,13479,81262,61094,4070,56945,79
2022-01-11,167,Woodbridge,1064,951,113,12160,43,38,5,8083,92377,37928,1319,36562,47
2022-01-11,168,Woodbury,1197,1004,193,12597,10,8,2,7402,77899,29468,1472,27981,15
2022-01-11,169,Woodstock,1058,1029,29,13464,7,7,0,6278,79893,20202,1207,18975,20
2022-01-12,1,Andover,348,300,48,10754,4,3,1,2274,70272,7864,396,7462,6
2022-01-12,2,Ansonia,3673,3149,524,19690,40,34,6,15094,80916,64196,4411,59643,142
2022-01-12,3,Ashford,524,477,47,12315,5,4,1,3169,74477,10917,608,10299,10
2022-01-12,4,Avon,1981,1854,127,10839,76,61,15,15739,86118,61782,2312,59404,66
2022-01-12,5,Barkhamsted,376,359,17,10427,7,6,1,2521,69911,9302,434,8854,14
2022-01-12,6,Beacon Falls,995,889,106,15992,7,7,0,4603,73979,19631,1194,18395,42
2022-01-12,7,Berlin,2973,2761,212,14548,45,39,6,15356,75142,64086,3578,60446,62
2022-01-12,8,Bethany,724,655,69,13050,4,3,1,4362,78623,18401,875,17504,22
2022-01-12,9,Bethel,3138,2585,553,15848,63,49,14,16933,85520,64080,3756,60265,59
2022-01-12,10,Bethlehem,505,428,77,14844,2,2,0,2608,76661,10220,598,9605,17
2022-01-12,11,Bloomfield,3628,3383,245,17104,126,106,20,18336,86446,112611,4441,107994,176
2022-01-12,12,Bolton,543,481,62,11118,6,4,2,3678,75307,12704,643,12052,9
2022-01-12,13,Bozrah,443,411,32,16251,7,7,0,2084,76449,8460,521,7934,5
2022-01-12,14,Branford,4331,3849,482,15523,73,66,7,23875,85573,103410,5144,98168,98
2022-01-12,15,Bridgeport,34689,31316,3373,24023,376,302,74,129300,89544,576497,42992,532689,816
2022-01-12,16,Bridgewater,156,103,53,9541,0,0,0,1351,82630,4573,189,4382,2
2022-01-12,17,Bristol,11072,9788,1284,18470,172,143,29,48947,81650,235415,13531,221599,285
2022-01-12,18,Brookfield,2920,2317,603,17204,21,15,6,14932,87975,54483,3450,50991,42
2022-01-12,19,Brooklyn,1600,1535,65,19342,14,14,0,7087,85675,37918,1897,36001,20
2022-01-12,20,Burlington,1249,1089,160,12871,5,5,0,7411,76371,28685,1488,27172,25
2022-01-12,21,Canaan,22,22,0,2089,0,0,0,356,33808,1148,27,1121,0
2022-01-12,22,Canterbury,861,800,61,16952,3,3,0,3874,76275,14608,1010,13589,9
2022-01-12,23,Canton,1007,929,78,9821,37,31,6,7705,75141,29789,1151,28620,18
2022-01-12,24,Chaplin,306,288,18,13667,2,2,0,1675,74810,6477,360,6116,1
2022-01-12,25,Cheshire,4334,3814,520,14977,62,52,10,24644,85164,135879,5119,130664,96
2022-01-12,26,Chester,386,355,31,9162,18,15,3,3283,77925,15010,483,14505,22
2022-01-12,27,Clinton,1807,1681,126,13981,12,8,4,11006,85153,40781,2161,38575,45
2022-01-12,28,Colchester,2282,2051,231,14435,33,22,11,13212,83573,55434,2716,52662,56
2022-01-12,29,Colebrook,106,104,2,7571,0,0,0,821,58643,3219,116,3100,3
2022-01-12,30,Columbia,679,603,76,12623,9,8,1,4217,78397,15508,793,14707,8
2022-01-12,31,Cornwall,136,130,6,9985,1,0,1,1326,97357,3898,153,3745,0
2022-01-12,32,Coventry,1496,1317,179,12058,10,9,1,9339,75272,33073,1734,31307,32
2022-01-12,33,Cromwell,2152,1951,201,15550,58,38,20,11867,85750,57515,2596,54854,65
2022-01-12,34,Danbury,17887,16023,1864,21120,201,168,33,75824,89527,284687,21772,262526,389
2022-01-12,35,Darien,2729,2377,352,12560,12,11,1,20992,96613,74624,3336,71237,51
2022-01-12,36,Deep River,516,479,37,11614,1,1,0,3593,80869,13292,618,12657,17
2022-01-12,37,Derby,2370,2055,315,19207,24,21,3,10172,82438,41809,2859,38872,78
2022-01-12,38,Durham,1034,934,100,14431,7,6,1,5863,81828,25220,1259,23941,20
2022-01-12,39,Eastford,194,183,11,10838,3,2,1,1136,63464,3874,230,3643,1
2022-01-12,40,East Granby,618,552,66,12023,4,2,2,4063,79047,15369,749,14616,4
2022-01-12,41,East Haddam,916,793,123,10181,24,11,13,6350,70579,25956,1072,24868,16
2022-01-12,42,East Hampton,1639,1422,217,12805,22,16,6,9978,77953,39232,1955,37247,30
2022-01-12,43,East Hartford,10888,10076,812,21832,169,131,38,41770,83754,197979,13527,184188,264
2022-01-12,44,East Haven,6017,5174,843,21061,90,70,20,24231,84816,104764,7196,97478,90
2022-01-12,45,East Lyme,2429,2214,215,13157,55,43,12,16725,90591,77921,2866,75024,31
2022-01-12,46,Easton,986,849,137,13110,3,2,1,6633,88193,21809,1185,20606,18
2022-01-12,47,East Windsor,1597,1457,140,13687,55,42,13,8595,73663,40481,1957,38473,51
2022-01-12,48,Ellington,1784,1617,167,10834,21,14,7,11412,69302,36896,2056,34811,29
2022-01-12,49,Enfield,6332,5776,556,14503,74,67,7,31736,72691,147156,7574,139390,192
2022-01-12,50,Essex,693,633,60,10393,13,12,1,5454,81794,21581,868,20698,15
2022-01-12,51,Fairfield,10120,8978,1142,16311,219,168,51,61404,98967,313965,11974,301720,271
2022-01-12,52,Farmington,3038,2724,314,11915,54,46,8,21617,84783,98875,3592,95162,121
2022-01-12,53,Franklin,331,312,19,17240,2,2,0,1405,73177,5885,391,5486,8
2022-01-12,54,Glastonbury,4165,3745,420,12079,113,92,21,27952,81063,106728,5046,101594,88
2022-01-12,55,Goshen,321,304,17,11212,1,1,0,2357,82326,8418,392,8019,7
2022-01-12,56,Granby,1096,979,117,9525,31,28,3,8313,72243,29965,1295,28637,33
2022-01-12,57,Greenwich,9746,9013,733,15509,104,80,24,61709,98200,238294,11783,226336,175
2022-01-12,58,Griswold,2210,2029,181,19161,25,18,7,9720,84273,38805,2589,36200,16
2022-01-12,59,Groton,5319,4840,479,13839,100,60,40,30589,79584,125912,6342,119464,106
2022-01-12,60,Guilford,2671,2407,264,12068,39,30,9,19134,86450,77735,3134,74553,48
2022-01-12,61,Haddam,955,885,70,11656,10,5,5,6408,78213,25645,1154,24480,11
2022-01-12,62,Hamden,10693,9291,1402,17658,205,175,30,54914,90683,354841,12896,341630,315
2022-01-12,63,Hampton,345,326,19,18730,1,1,0,1787,97014,6832,399,6432,1
2022-01-12,64,Hartford,28029,26399,1630,22955,345,303,42,107041,87663,592658,34501,557478,679
2022-01-12,65,Hartland,189,176,13,8915,4,4,0,1225,57783,4398,229,4164,5
2022-01-12,66,Harwinton,751,697,54,13856,7,5,2,4114,75904,16264,896,15349,19
2022-01-12,67,Hebron,1113,976,137,11711,12,9,3,7092,74621,25925,1309,24598,18
2022-01-12,68,Kent,328,287,41,11811,1,1,0,3708,133525,20077,388,19689,0
2022-01-12,69,Killingly,3467,3317,150,19999,71,51,20,14240,82141,57377,4122,53216,39
2022-01-12,70,Killingworth,724,657,67,11376,9,6,3,5054,79415,19753,843,18889,21
2022-01-12,71,Lebanon,1036,953,83,14502,5,4,1,5704,79843,22423,1224,21188,11
2022-01-12,72,Ledyard,2249,2071,178,15382,13,12,1,12856,87928,48231,2630,45562,39
2022-01-12,73,Lisbon,636,594,42,15071,9,9,0,2959,70118,12301,759,11527,15
2022-01-12,74,Litchfield,961,870,91,11873,12,10,2,6513,80467,26415,1124,25266,25
2022-01-12,75,Lyme,199,181,18,8592,1,0,1,1829,78972,6394,237,6154,3
2022-01-12,76,Madison,2165,2000,165,12008,41,33,8,16654,92368,68117,2595,65480,42
2022-01-12,77,Manchester,8708,7726,982,15122,167,127,40,45004,78154,191926,10571,181139,216
2022-01-12,78,Mansfield,2218,2003,215,8702,28,23,5,16256,63782,88354,2459,85841,54
2022-01-12,79,Marlborough,806,710,96,12723,26,17,9,4932,77853,22164,954,21196,14
2022-01-12,80,Meriden,13869,12692,1177,23350,184,161,23,52792,88883,274435,16968,257105,362
2022-01-12,81,Middlebury,1218,1012,206,15619,21,17,4,6730,86304,30550,1498,28996,56
2022-01-12,82,Middlefield,482,429,53,11020,3,2,1,3431,78441,14383,620,13750,13
2022-01-12,83,Middletown,7556,6853,703,16334,161,124,37,41090,88828,401213,9535,391401,277
2022-01-12,84,Milford,8836,7930,906,16140,152,134,18,42829,78231,174812,10640,164008,164
2022-01-12,85,Monroe,3069,2535,534,15792,17,13,4,16201,83364,59962,3645,56271,46
2022-01-12,86,Montville,3308,3052,256,17873,40,36,4,15811,85428,84346,3869,80407,70
2022-01-12,87,Morris,256,238,18,11358,3,3,0,1714,76043,6517,294,6219,4
2022-01-12,88,Naugatuck,6289,5356,933,20217,119,102,17,25496,81960,126316,7939,118112,265
2022-01-12,89,New Britain,16578,15382,1196,22868,235,196,39,60169,82997,275839,20297,255120,422
2022-01-12,90,New Canaan,2711,2378,333,13399,41,37,4,20398,100815,74459,3236,71178,45
2022-01-12,91,New Fairfield,2032,1674,358,14642,7,4,3,11028,79464,36040,2355,33651,34
2022-01-12,92,New Hartford,796,743,53,11959,5,4,1,4963,74564,17856,950,16894,12
2022-01-12,93,New Haven,27050,25172,1878,20768,237,203,34,119110,91447,707482,32396,674381,705
2022-01-12,94,Newington,5037,4718,319,16782,120,103,17,24729,82392,111050,6145,104769,136
2022-01-12,95,New London,5854,5569,285,21796,42,37,5,29237,108858,284934,7024,277739,171
2022-01-12,96,New Milford,4155,2815,1340,15501,48,37,11,22559,84160,91915,4818,86986,111
2022-01-12,97,Newtown,3815,3098,717,13678,69,58,11,23170,83073,97309,4521,92721,67
2022-01-12,98,Norfolk,102,99,3,6258,0,0,0,777,47669,3129,115,3013,1
2022-01-12,99,North Branford,2331,1979,352,16478,23,10,13,10981,77626,46652,2770,43835,47
2022-01-12,100,North Canaan,406,397,9,12488,16,15,1,2886,88773,14952,462,14479,11
2022-01-12,101,North Haven,4433,3563,870,18718,59,52,7,20770,87700,91552,5319,86166,67
2022-01-12,102,North Stonington,691,632,59,13299,5,4,1,3659,70420,12963,805,12153,5
2022-01-12,103,Norwalk,19124,17474,1650,21532,242,208,34,84154,94751,322525,24219,297955,351
2022-01-12,104,Norwich,7955,7198,757,20520,69,60,9,34538,89089,142777,9610,133074,93
2022-01-12,105,Old Lyme,803,760,43,10991,3,3,0,6686,91514,23256,989,22254,13
2022-01-12,106,Old Saybrook,1411,1315,96,14024,61,50,11,9431,93738,39460,1691,37736,33
2022-01-12,107,Orange,2124,1888,236,15252,20,17,3,11938,85725,44759,2489,42231,39
2022-01-12,108,Oxford,1908,1687,221,14395,28,25,3,10081,76054,38015,2297,35675,43
2022-01-12,109,Plainfield,2974,2775,199,19663,42,36,6,11908,78731,48372,3510,44839,23
2022-01-12,110,Plainville,2974,2570,404,16961,46,43,3,13642,77803,63121,3645,59394,82
2022-01-12,111,Plymouth,1836,1571,265,15830,14,12,2,8819,76039,38670,2224,36400,46
2022-01-12,112,Pomfret,557,517,40,13252,5,4,1,4220,100404,18135,684,17442,9
2022-01-12,113,Portland,1158,1058,100,12496,24,18,6,7627,82303,34537,1381,33130,26
2022-01-12,114,Preston,752,692,60,16259,6,6,0,3854,83330,15101,875,14210,16
2022-01-12,115,Prospect,1623,1397,226,16729,6,6,0,7462,76912,31523,2000,29480,43
2022-01-12,116,Putnam,1689,1615,74,17989,35,32,3,7584,80775,26790,1991,24784,15
2022-01-12,117,Redding,1002,875,127,10992,19,15,4,7515,82437,28064,1245,26795,24
2022-01-12,118,Ridgefield,2965,2608,357,11879,61,47,14,22484,90084,84275,3620,80591,64
2022-01-12,119,Rocky Hill,3108,2788,320,15451,137,116,21,15861,78852,74876,3846,70928,102
2022-01-12,120,Roxbury,223,159,64,10362,1,0,1,1824,84758,5967,259,5706,2
2022-01-12,121,Salem,619,577,42,15160,5,5,0,3361,82317,12684,746,11925,13
2022-01-12,122,Salisbury,311,297,14,8639,1,0,1,4817,133806,19351,378,18965,8
2022-01-12,123,Scotland,94,92,2,5622,2,2,0,462,27632,1735,112,1623,0
2022-01-12,124,Seymour,2966,2611,355,18045,73,63,10,13247,80593,59353,3495,55736,122
2022-01-12,125,Sharon,220,213,7,8181,2,2,0,2119,78803,8217,277,7940,0
2022-01-12,126,Shelton,7229,6293,936,17576,184,151,33,34155,83044,142850,8739,133891,220
2022-01-12,127,Sherman,417,272,145,11488,3,0,3,2926,80606,9197,459,8722,16
2022-01-12,128,Simsbury,2453,2264,189,9659,29,24,5,20430,80449,79514,2840,76605,69
2022-01-12,129,Somers,1594,1464,130,14781,17,16,1,7636,70809,48962,1807,47090,65
2022-01-12,130,Southbury,2557,2114,443,13065,75,62,13,16010,81805,75983,3236,72672,75
2022-01-12,131,Southington,6950,5971,979,15855,115,100,15,34156,77921,158999,8499,150334,166
2022-01-12,132,South Windsor,3063,2798,265,11708,60,42,18,19558,74757,67740,3586,64083,71
2022-01-12,133,Sprague,565,514,51,19762,3,3,0,2574,90031,11086,670,10411,5
2022-01-12,134,Stafford,1212,1137,75,10191,27,20,7,6846,57563,28061,1463,26575,23
2022-01-12,135,Stamford,25075,23348,1727,19342,343,303,40,120644,93062,411476,31933,379130,413
2022-01-12,136,Sterling,599,558,41,15838,1,1,0,2552,67478,8987,704,8277,6
2022-01-12,137,Stonington,2374,2169,205,12792,45,32,13,15366,82795,61269,2901,58326,42
2022-01-12,138,Stratford,10508,8932,1576,20267,178,144,34,45145,87070,190025,12810,176972,243
2022-01-12,139,Suffield,2612,2207,405,16517,42,33,9,13387,84653,94084,3109,90921,54
2022-01-12,140,Thomaston,1494,1269,225,19827,16,14,2,5989,79482,27254,1860,25371,23
2022-01-12,141,Thompson,1390,1310,80,14820,9,5,4,6119,65241,20782,1610,19151,21
2022-01-12,142,Tolland,1637,1479,158,11199,20,11,9,10917,74682,39678,1905,37745,28
2022-01-12,143,Torrington,6047,5844,203,17762,157,139,18,27592,81048,134283,7312,126745,226
2022-01-12,144,Trumbull,6491,5668,823,18196,162,113,49,33141,92902,139649,7850,131638,161
2022-01-12,145,Union,150,141,9,17878,1,1,0,961,114541,3585,173,3410,2
2022-01-12,146,Vernon,3631,3315,316,12368,60,45,15,20550,69996,78806,4196,74517,93
2022-01-12,147,Voluntown,402,376,26,16016,6,6,0,2000,79681,7099,467,6625,7
2022-01-12,148,Wallingford,7787,7031,756,17568,191,166,25,37588,84799,200584,9521,190836,227
2022-01-12,149,Warren,111,74,37,7957,0,0,0,969,69462,3412,122,3286,4
2022-01-12,150,Washington,381,313,68,11114,2,2,0,3737,109014,16123,439,15672,12
2022-01-12,151,Waterbury,27182,23923,3259,25270,431,372,59,98432,91507,452456,34350,417370,736
2022-01-12,152,Waterford,3074,2899,175,16398,69,51,18,17045,90926,73790,3640,70080,70
2022-01-12,153,Watertown,4114,3480,634,19066,65,56,9,18174,84225,82508,5191,77191,126
2022-01-12,154,Westbrook,928,863,65,13510,7,5,2,5800,84437,20135,1127,18989,19
2022-01-12,155,West Hartford,8323,7473,850,13218,247,183,64,55204,87674,246159,10091,235848,220
2022-01-12,156,West Haven,10705,9354,1351,19599,130,115,15,45839,83923,202715,13022,189473,220
2022-01-12,157,Weston,1092,975,117,10652,5,3,2,9614,93777,31386,1308,30054,24
2022-01-12,158,Westport,3252,2941,311,11414,33,24,9,28522,100109,112837,3933,108822,82
2022-01-12,159,Wethersfield,4432,4135,297,17041,47,39,8,21340,82052,93478,5356,88046,76
2022-01-12,160,Willington,579,520,59,9874,4,4,0,3873,66047,14022,654,13362,6
2022-01-12,161,Wilton,2162,1944,218,11787,50,27,23,17584,95862,60430,2568,57842,20
2022-01-12,162,Winchester,1295,1250,45,12212,10,10,0,7774,73312,28881,1501,27360,20
2022-01-12,163,Windham,5249,4935,314,21371,58,39,19,21002,85510,102108,6498,95517,93
2022-01-12,164,Windsor,5188,4870,318,18056,143,106,37,25128,87453,128537,6429,121990,118
2022-01-12,165,Windsor Locks,1959,1855,104,15240,37,35,2,9645,75035,37263,2408,34819,36
2022-01-12,166,Wolcott,3281,2876,405,19781,57,47,10,13489,81323,61203,4105,57017,81
2022-01-12,167,Woodbridge,1082,966,116,12366,43,38,5,8087,92423,38027,1339,36641,47
2022-01-12,168,Woodbury,1211,1014,197,12745,10,8,2,7397,77847,29497,1487,27993,17
2022-01-12,169,Woodstock,1067,1038,29,13579,7,7,0,6286,79995,20253,1220,19013,20
2022-01-13,1,Andover,352,304,48,10878,4,3,1,2278,70396,7872,401,7465,6
2022-01-13,2,Ansonia,3756,3207,549,20135,40,34,6,15136,81141,64563,4522,59898,143
2022-01-13,3,Ashford,533,485,48,12526,5,4,1,3172,74548,10949,623,10316,10
2022-01-13,4,Avon,2031,1894,137,11113,76,61,15,15771,86293,61990,2369,59554,67
2022-01-13,5,Barkhamsted,381,364,17,10566,7,6,1,2525,70022,9350,440,8896,14
2022-01-13,6,Beacon Falls,1012,902,110,16265,7,7,0,4614,74156,19716,1217,18456,43
2022-01-13,7,Berlin,3020,2806,214,14778,45,39,6,15383,75274,64260,3637,60561,62
2022-01-13,8,Bethany,736,667,69,13266,4,3,1,4367,78713,18448,889,17537,22
2022-01-13,9,Bethel,3198,2626,572,16152,63,49,14,16970,85707,64366,3834,60473,59
2022-01-13,10,Bethlehem,511,433,78,15021,2,2,0,2614,76837,10253,605,9631,17
2022-01-13,11,Bloomfield,3670,3417,253,17302,126,106,20,18369,86601,112897,4506,108214,177
2022-01-13,12,Bolton,549,485,64,11241,6,4,2,3688,75512,12768,652,12107,9
2022-01-13,13,Bozrah,448,414,34,16434,7,7,0,2086,76522,8492,530,7957,5
2022-01-13,14,Branford,4390,3897,493,15735,73,66,7,23911,85703,103685,5212,98375,98
2022-01-13,15,Bridgeport,35247,31806,3441,24409,376,302,74,129599,89751,578676,43777,534073,826
2022-01-13,16,Bridgewater,156,104,52,9541,0,0,0,1353,82752,4592,195,4394,3
2022-01-13,17,Bristol,11285,9924,1361,18825,172,143,29,49043,81811,236292,13800,222207,285
2022-01-13,18,Brookfield,2988,2348,640,17604,21,15,6,14971,88205,54755,3540,51171,44
2022-01-13,19,Brooklyn,1624,1559,65,19632,14,14,0,7099,85820,38026,1929,36077,20
2022-01-13,20,Burlington,1276,1098,178,13149,5,5,0,7414,76401,28787,1520,27242,25
2022-01-13,21,Canaan,24,24,0,2279,0,0,0,357,33903,1151,29,1122,0
2022-01-13,22,Canterbury,882,818,64,17366,3,3,0,3885,76491,14670,1034,13624,12
2022-01-13,23,Canton,1030,946,84,10045,37,31,6,7722,75307,29893,1180,28695,18
2022-01-13,24,Chaplin,321,302,19,14337,2,2,0,1682,75123,6518,376,6141,1
2022-01-13,25,Cheshire,4390,3865,525,15171,62,52,10,24678,85282,136187,5187,130901,99
2022-01-13,26,Chester,389,357,32,9233,18,15,3,3286,77997,15036,489,14525,22
2022-01-13,27,Clinton,1830,1697,133,14159,12,8,4,11014,85215,40885,2187,38653,45
2022-01-13,28,Colchester,2309,2075,234,14606,33,22,11,13222,83636,55575,2746,52773,56
2022-01-13,29,Colebrook,108,106,2,7714,0,0,0,822,58714,3228,118,3107,3
2022-01-13,30,Columbia,692,615,77,12865,9,8,1,4221,78472,15563,811,14744,8
2022-01-13,31,Cornwall,143,137,6,10499,1,0,1,1333,97871,3915,161,3754,0
